state,year,district,candidate ID,party code,candidate incumbency,candidate votes won,won election?,total votes,dem votes,rep_votes,other_votes,candidate name
CT,2012,127,"HENNESSY, JOHN F.",400,1,164,1,6282,4828,1290,164,"HENNESSY, JOHN F."
CT,2012,127,"MINUTOLO, ANTHONY",200,0,1290,0,6282,4828,1290,164,"MINUTOLO, ANTHONY"
CT,2012,128,"AYALA, CHRISTINA M.",100,0,3332,1,3725,3332,393,0,"AYALA, CHRISTINA M."
CT,2012,128,"BATAGUAS, MANUEL A.",200,0,393,0,3725,3332,393,0,"BATAGUAS, MANUEL A."
CT,2012,129,"GROGINS, AUDEN C.",100,1,4934,1,5934,4934,1000,0,"GROGINS, AUDEN C."
CT,2012,129,"SLATER, JOHN",200,0,1000,0,5934,4934,1000,0,"SLATER, JOHN"
CT,2012,130,"IANNUZZI, JOHN",200,0,431,0,4529,4098,431,0,"IANNUZZI, JOHN"
CT,2012,130,"SANTIAGO, EZEQUIEL",100,1,4098,1,4529,4098,431,0,"SANTIAGO, EZEQUIEL"
CT,2012,131,"LABRIOLA, DAVID K.",200,1,8323,1,8323,0,8323,0,"LABRIOLA, DAVID K."
CT,2012,132,"BRAND, SUE",100,0,5593,0,12301,5593,6708,0,"BRAND, SUE"
CT,2012,132,"KUPCHICK, BRENDA",200,1,6708,1,12301,5593,6708,0,"KUPCHICK, BRENDA"
CT,2012,133,"DESANCTIS, CHRIS",200,0,3673,0,9655,5982,3673,0,"DESANCTIS, CHRIS"
CT,2012,133,"FAWCETT, KIM",100,1,5982,1,9655,5982,3673,0,"FAWCETT, KIM"
CT,2012,134,"DEAN, HEATHER",100,0,4016,0,11637,4016,7621,0,"DEAN, HEATHER"
CT,2012,134,"HWANG, TONY",200,1,7621,1,11637,4016,7621,0,"HWANG, TONY"
CT,2012,135,"KARVELIS, LEON J.",100,0,5661,0,12575,5661,6588,326,"KARVELIS, LEON J."
CT,2012,135,"ROSSI, GABRIEL B.",400,0,326,0,12575,5661,6588,326,"ROSSI, GABRIEL B."
CT,2012,135,"SHABAN, JOHN T.",200,1,6588,1,12575,5661,6588,326,"SHABAN, JOHN T."
CT,2012,136,"RUBIN, STEPHEN",200,0,5740,0,13138,7398,5740,0,"RUBIN, STEPHEN"
CT,2012,136,"STEINBERG, JONATHAN",100,1,7398,1,13138,7398,5740,0,"STEINBERG, JONATHAN"
CT,2012,137,"PERONE, CHRIS",100,1,5649,1,8892,5649,2688,555,"PERONE, CHRIS"
CT,2012,137,"PERONE, CHRIS",400,1,325,1,8892,5649,2688,555,"PERONE, CHRIS"
CT,2012,137,"ROMANO, JOANNE T.",200,0,2688,0,8892,5649,2688,555,"ROMANO, JOANNE T."
CT,2012,137,"ROMANO, JOANNE T.",400,0,230,0,8892,5649,2688,555,"ROMANO, JOANNE T."
CT,2012,138,"GIEGLER, JANICE R.",200,1,5567,1,6753,0,5567,1186,"GIEGLER, JANICE R."
CT,2012,138,"GIEGLER, JANICE R.",400,1,1186,1,6753,0,5567,1186,"GIEGLER, JANICE R."
CT,2012,139,"MOORE, LEON RICHARD",200,0,2456,0,8975,6057,2456,462,"MOORE, LEON RICHARD"
CT,2012,139,"RYAN, KEVIN",100,1,6057,1,8975,6057,2456,462,"RYAN, KEVIN"
CT,2012,139,"RYAN, KEVIN",400,1,462,1,8975,6057,2456,462,"RYAN, KEVIN"
CT,2012,140,"MORRIS, BRUCE V.",100,1,5327,1,5327,5327,0,0,"MORRIS, BRUCE V."
CT,2012,141,"WERNER, ROB",100,0,3806,0,11798,3806,7992,0,"WERNER, ROB"
CT,2012,141,"WOOD, TERRIE E.",200,1,7992,1,11798,3806,7992,0,"WOOD, TERRIE E."
CT,2012,142,"CAFERO, LAWRENCE F. JR.",200,1,6295,1,11272,4704,6295,273,"CAFERO, LAWRENCE F. JR."
CT,2012,142,"TEPPER, KATE",100,0,4704,0,11272,4704,6295,273,"TEPPER, KATE"
CT,2012,142,"TEPPER, KATE",400,0,273,0,11272,4704,6295,273,"TEPPER, KATE"
CT,2012,143,"HOFFSTATTER, TED",100,0,5071,0,12313,5071,7242,0,"HOFFSTATTER, TED"
CT,2012,143,"LAVIELLE, GAIL",200,1,7242,1,12313,5071,7242,0,"LAVIELLE, GAIL"
CT,2012,144,"MOLGANO, MICHAEL",200,1,5082,1,9758,4676,5082,0,"MOLGANO, MICHAEL"
CT,2012,144,"POLLARD, MICHAEL",100,0,4676,0,9758,4676,5082,0,"POLLARD, MICHAEL"
CT,2012,145,"MILLER, PATRICIA BILLIE",100,1,4602,1,5832,4602,1230,0,"MILLER, PATRICIA BILLIE"
CT,2012,145,"TROFORT, FRANCKY",200,0,1230,0,5832,4602,1230,0,"TROFORT, FRANCKY"
CT,2012,146,"FOX, GERALD III",100,1,5058,1,7216,5058,2158,0,"FOX, GERALD III"
CT,2012,146,"MALDONADO, EVA A.",200,0,2158,0,7216,5058,2158,0,"MALDONADO, EVA A."
CT,2012,147,"TARZIA, NICOLA",200,0,4708,0,10922,6214,4708,0,"TARZIA, NICOLA"
CT,2012,147,"TONG, WILLIAM",100,1,6214,1,10922,6214,4708,0,"TONG, WILLIAM"
CT,2012,148,"BALESTRIERE, PHILIP",200,0,1857,0,7006,4870,1857,279,"BALESTRIERE, PHILIP"
CT,2012,148,"BALESTRIERE, PHILIP",400,0,170,0,7006,4870,1857,279,"BALESTRIERE, PHILIP"
CT,2012,148,"FOX, DANIEL J.",100,0,4870,1,7006,4870,1857,279,"FOX, DANIEL J."
CT,2012,148,"MAURER, ROLF W.",400,0,109,0,7006,4870,1857,279,"MAURER, ROLF W."
CT,2012,149,"BLANKLEY, JOHN",100,0,3991,0,11130,3991,7139,0,"BLANKLEY, JOHN"
CT,2012,149,"FLOREN, LIVVY R.",200,1,7139,1,11130,3991,7139,0,"FLOREN, LIVVY R."
CT,2012,150,"PAULMENO, STEPHANIE R.",100,0,4067,0,9412,4067,5345,0,"PAULMENO, STEPHANIE R."
CT,2012,150,"WALKO, STEPHEN G.",200,0,5345,1,9412,4067,5345,0,"WALKO, STEPHEN G."
CT,2012,151,"CAMILLO, FRED",200,1,7313,1,11062,3749,7313,0,"CAMILLO, FRED"
CT,2012,151,"RAFFERTY, DAVID A.",100,0,3749,0,11062,3749,7313,0,"RAFFERTY, DAVID A."
DE,2012,1,"POTTER, CHARLES JR.",100,0,9321,1,27085,24476,0,2609,"POTTER, CHARLES JR."
DE,2012,2,"BOLDEN, STEPHANIE T.",100,1,6253,1,21450,21450,0,0,"BOLDEN, STEPHANIE T."
DE,2012,3,"KEELEY, HELENE M.",100,1,6341,1,18663,18663,0,0,"KEELEY, HELENE M."
DE,2012,4,"BRADY, GERALD L.",100,1,9133,1,32701,20321,11970,410,"BRADY, GERALD L."
DE,2012,5,"SMITH, MELANIE GEORGE",100,0,8057,1,31031,18119,12912,0,"SMITH, MELANIE GEORGE"
DE,2012,6,"HEFFERNAN, DEBRA",100,1,7502,1,36272,17854,18132,286,"HEFFERNAN, DEBRA"
DE,2012,6,"TAYLOR, ERIC",200,0,4529,0,36272,17854,18132,286,"TAYLOR, ERIC"
DE,2012,7,"LEPRE, DANIEL E.",200,0,3204,0,25567,21036,3204,1327,"LEPRE, DANIEL E."
DE,2012,7,"SHORT, BRYON H.",100,1,7280,1,25567,21036,3204,1327,"SHORT, BRYON H."
DE,2012,7,"WILSON, C. ROBERT",400,0,188,0,25567,21036,3204,1327,"WILSON, C. ROBERT"
DE,2012,8,"BROWN, MATTHEW A.",200,0,3086,0,26657,17036,9621,0,"BROWN, MATTHEW A."
DE,2012,8,"JOHNSON, S. QUINTON IV",100,1,6937,1,26657,17036,9621,0,"JOHNSON, S. QUINTON IV"
DE,2012,9,"WALKER, REBECCA",100,1,7565,1,21506,21506,0,0,"WALKER, REBECCA"
DE,2012,10,"RHODUNDA, ROBERT M.",200,0,5104,0,27155,22051,5104,0,"RHODUNDA, ROBERT M."
DE,2012,10,"WILLIAMS, DENNIS E.",100,1,5553,1,27155,22051,5104,0,"WILLIAMS, DENNIS E."
DE,2012,11,"MCKEOWN, MARGARET",400,0,154,0,25028,16987,7887,154,"MCKEOWN, MARGARET"
DE,2012,11,"NEWLIN, LYNNE",100,0,4127,0,25028,16987,7887,154,"NEWLIN, LYNNE"
DE,2012,11,"SPIEGELMAN, JEFFREY N.",200,0,4337,1,25028,16987,7887,154,"SPIEGELMAN, JEFFREY N."
DE,2012,12,"HUDSON, DEBORAH D.",200,1,9669,1,31024,12875,17839,310,"HUDSON, DEBORAH D."
DE,2012,13,"MITCHELL, JOHN L. JR.",100,1,7384,1,21828,21828,0,0,"MITCHELL, JOHN L. JR."
DE,2012,14,"MELSON, MARGARET V.",400,0,925,0,28858,20281,7652,925,"MELSON, MARGARET V."
DE,2012,14,"SCHWARTZKOPF, PETER C.",100,1,8250,1,28858,20281,7652,925,"SCHWARTZKOPF, PETER C."
DE,2012,15,"LONGHURST, VALERIE J.",100,1,8385,1,27845,17389,9547,909,"LONGHURST, VALERIE J."
DE,2012,15,"MERLINO, AMY",400,0,585,0,27845,17389,9547,909,"MERLINO, AMY"
DE,2012,16,"JOHNSON, JAMES",100,1,7613,1,19618,7613,9372,2633,"JOHNSON, JAMES"
DE,2012,16,"MACHUREK, JOHN",400,0,277,0,19618,7613,9372,2633,"MACHUREK, JOHN"
DE,2012,17,"BROWN, LAURA",200,0,1695,0,22153,20458,1695,0,"BROWN, LAURA"
DE,2012,17,"MULROONEY, MICHAEL P.",100,1,7297,1,22153,20458,1695,0,"MULROONEY, MICHAEL P."
DE,2012,18,"BARBIERI, MICHAEL A.",100,1,7501,1,20699,7501,13198,0,"BARBIERI, MICHAEL A."
DE,2012,19,"CINI, DENNIS C.",200,0,3200,0,25710,12693,13017,0,"CINI, DENNIS C."
DE,2012,19,"WILLIAMS, KIMBERLY",100,0,6088,1,25710,12693,13017,0,"WILLIAMS, KIMBERLY"
DE,2012,20,"MAYOR, M. MARIE",100,0,5689,0,33184,12425,20759,0,"MAYOR, M. MARIE"
DE,2012,20,"SMYK, STEPHEN T.",200,0,6469,1,33184,12425,20759,0,"SMYK, STEPHEN T."
DE,2012,21,"RAMONE, MICHAEL",200,1,7629,1,23660,8955,14518,187,"RAMONE, MICHAEL"
DE,2012,22,"ELLIS, DAVID E.",100,0,4803,0,13136,4803,8333,0,"ELLIS, DAVID E."
DE,2012,22,"MIRO, JOSEPH E.",200,1,8333,1,13136,4803,8333,0,"MIRO, JOSEPH E."
DE,2012,23,"BAUMBACH, PAUL S.",100,0,4770,1,8329,4770,3559,0,"BAUMBACH, PAUL S."
DE,2012,23,"DOUGHTY, MARK R.",200,0,3559,0,8329,4770,3559,0,"DOUGHTY, MARK R."
DE,2012,24,"OSIENSKI, EDWARD S.",100,1,7445,1,7445,7445,0,0,"OSIENSKI, EDWARD S."
DE,2012,25,"KOWALKO, JOHN A. JR.",100,1,5674,1,5674,5674,0,0,"KOWALKO, JOHN A. JR."
DE,2012,26,"VIOLA, JOHN",100,1,7476,1,7476,7476,0,0,"VIOLA, JOHN"
DE,2012,27,"JAQUES, EARL",100,1,8581,1,8581,8581,0,0,"JAQUES, EARL"
DE,2012,28,"CARSON, WILLIAM J.",100,1,6104,1,8582,6104,2478,0,"CARSON, WILLIAM J."
DE,2012,28,"SYLVESTER, CHRISTOPHER",200,0,2478,0,8582,6104,2478,0,"SYLVESTER, CHRISTOPHER"
DE,2012,29,"PARADEE, W. CHARLES III",100,0,5183,1,9541,5183,4358,0,"PARADEE, W. CHARLES III"
DE,2012,29,"WILLIS, LINCOLN D.",200,1,4358,0,9541,5183,4358,0,"WILLIS, LINCOLN D."
DE,2012,30,"OUTTEN, WILLIAM R.",200,1,5906,1,6426,0,5906,520,"OUTTEN, WILLIAM R."
DE,2012,30,"SMITH, GORDON G.",400,0,520,0,6426,0,5906,520,"SMITH, GORDON G."
DE,2012,31,"CHICK, SAMUEL",200,0,3121,0,8352,5231,3121,0,"CHICK, SAMUEL"
DE,2012,31,"SCOTT, DARRYL M.",100,1,5231,1,8352,5231,3121,0,"SCOTT, DARRYL M."
DE,2012,32,"BENNETT, ANDRIA L.",100,0,4097,1,6469,4097,2372,0,"BENNETT, ANDRIA L."
DE,2012,32,"PARROTT, ELLIS B.",200,0,2372,0,6469,4097,2372,0,"PARROTT, ELLIS B."
DE,2012,33,"PETERMAN, HAROLD J.",200,1,4825,1,9032,4207,4825,0,"PETERMAN, HAROLD J."
DE,2012,33,"ROBBINS, JOHN KEVIN",100,0,4207,0,9032,4207,4825,0,"ROBBINS, JOHN KEVIN"
DE,2012,34,"BEATTY, DOUGLAS W.",400,0,268,0,10022,4074,5680,268,"BEATTY, DOUGLAS W."
DE,2012,34,"BLAKEY, DONALD A.",200,1,5680,1,10022,4074,5680,268,"BLAKEY, DONALD A."
DE,2012,34,"YACUCCI, THEODORE",100,0,4074,0,10022,4074,5680,268,"YACUCCI, THEODORE"
DE,2012,35,"FITZGERALD, RONNIE L. JR.",400,0,467,0,6303,0,5836,467,"FITZGERALD, RONNIE L. JR."
DE,2012,35,"WILSON, DAVID L.",200,1,5836,1,6303,0,5836,467,"WILSON, DAVID L."
DE,2012,36,"KENTON, HARVEY R.",200,1,6298,1,6298,0,6298,0,"KENTON, HARVEY R."
DE,2012,37,"KING, RUTH BRIGGS",200,1,5026,1,9165,4139,5026,0,"KING, RUTH BRIGGS"
DE,2012,37,"MCGINN, ELIZABETH E.",100,0,4139,0,9165,4139,5026,0,"MCGINN, ELIZABETH E."
DE,2012,38,"GRAY, RONALD E.",200,0,7902,1,12937,5035,7902,0,"GRAY, RONALD E."
DE,2012,38,"PRICE, SHIRLEY A.",100,0,5035,0,12937,5035,7902,0,"PRICE, SHIRLEY A."
DE,2012,39,"SHORT, DANIEL B.",200,1,6191,1,6191,0,6191,0,"SHORT, DANIEL B."
DE,2012,40,"DUKES, TIMOTHY D.",200,0,5552,1,8858,3306,5552,0,"DUKES, TIMOTHY D."
DE,2012,40,"LOWE, BENJAMIN D.",100,0,3306,0,8858,3306,5552,0,"LOWE, BENJAMIN D."
DE,2012,41,"ATKINS, JOHN C.",100,1,4421,1,8773,4421,4352,0,"ATKINS, JOHN C."
DE,2012,41,"COLLINS, RICHARD G.",200,0,4352,0,8773,4421,4352,0,"COLLINS, RICHARD G."
FL,2012,1,"INGRAM, CLAY",200,1,,1,215034,0,160016,55018,"INGRAM, CLAY"
FL,2012,2,"FORD, CLAY",200,1,,1,183874,0,183640,234,"FORD, CLAY"
FL,2012,3,"BROXSON, DOUG",200,1,65071,1,292761,165634,127027,100,"BROXSON, DOUG"
FL,2012,3,"SMITH, MARGARET M.",600,0,100,0,292761,165634,127027,100,"SMITH, MARGARET M."
FL,2012,4,"GAETZ, MATT",200,1,,1,232118,87766,144352,0,"GAETZ, MATT"
FL,2012,5,"COLEY, MARTI",200,1,49976,1,68562,0,49976,18586,"COLEY, MARTI"
FL,2012,5,"HOLMAN, EDDY G.",600,0,2,0,68562,0,49976,18586,"HOLMAN, EDDY G."
FL,2012,5,"PITTS, TRAVIS W.",400,0,18584,0,68562,0,49976,18586,"PITTS, TRAVIS W."
FL,2012,6,"PATRONIS, JIMMY THEO JR.",200,1,,1,238221,98280,139941,0,"PATRONIS, JIMMY THEO JR."
FL,2012,7,"BESHEARS, HALSEY",200,0,40930,1,280959,116768,164191,0,"BESHEARS, HALSEY"
FL,2012,7,"HILL, ROBERT",100,0,26483,0,280959,116768,164191,0,"HILL, ROBERT"
FL,2012,8,"WILLIAMS, ALAN",100,1,,1,203236,87339,115897,0,"WILLIAMS, ALAN"
FL,2012,9,"MAXWELL, BRADLEY",200,0,34255,0,289089,182158,106931,0,"MAXWELL, BRADLEY"
FL,2012,9,"VASILINDA, MICHELLE REHWINKEL",100,1,55212,1,289089,182158,106931,0,"VASILINDA, MICHELLE REHWINKEL"
FL,2012,10,"PORTER, ELIZABETH",200,1,,1,212272,94483,117784,5,"PORTER, ELIZABETH"
FL,2012,11,"ADKINS, JANET H.",200,1,57507,1,308160,22559,220730,64871,"ADKINS, JANET H."
FL,2012,11,"SMITH, DAVE",100,0,22559,0,308160,22559,220730,64871,"SMITH, DAVE"
FL,2012,11,"WALSH, DANIEL F. (WALSHIE)",600,0,8,0,308160,22559,220730,64871,"WALSH, DANIEL F. (WALSHIE)"
FL,2012,12,"MORIAN, KAREN",400,0,20496,0,225710,111369,93845,20496,"MORIAN, KAREN"
FL,2012,12,"RAY, LAKE",200,1,44104,1,225710,111369,93845,20496,"RAY, LAKE"
FL,2012,13,"FULLWOOD, REGGIE",100,1,,1,211936,94514,117422,0,"FULLWOOD, REGGIE"
FL,2012,14,"JONES, MIA",100,1,51626,1,227236,164848,48440,13948,"JONES, MIA"
FL,2012,14,"LOESCHE, JONATHAN",400,0,13948,0,227236,164848,48440,13948,"LOESCHE, JONATHAN"
FL,2012,15,"DAVIS, DANIEL J.",200,1,,1,193660,80429,113231,0,"DAVIS, DANIEL J."
FL,2012,16,"MCBURNEY, CHARLES",200,1,,1,228283,84824,143459,0,"MCBURNEY, CHARLES"
FL,2012,17,"RENUART, RONALD (DOC)",200,1,63677,1,87843,0,63677,24166,"RENUART, RONALD (DOC)"
FL,2012,17,"SHARP, REBECCA (SUE)",400,0,24166,0,87843,0,63677,24166,"SHARP, REBECCA (SUE)"
FL,2012,18,"CUMMINGS, TRAVIS",200,0,,1,0,0,0,0,"CUMMINGS, TRAVIS"
FL,2012,19,"VANZANT, CHARLES",200,1,,1,0,0,0,0,"VANZANT, CHARLES"
FL,2012,20,"BRINKMAN, ROBERT W.",600,0,504,0,270786,142355,127927,504,"BRINKMAN, ROBERT W."
FL,2012,20,"WATSON, CLOVIS",100,0,49059,1,270786,142355,127927,504,"WATSON, CLOVIS"
FL,2012,21,"MOREY, ANDREW",100,0,33919,0,264953,113419,151534,0,"MOREY, ANDREW"
FL,2012,21,"PERRY, KEITH",200,1,44398,1,264953,113419,151534,0,"PERRY, KEITH"
FL,2012,22,"STONE, CHARLIE",200,0,,1,157919,0,157438,481,"STONE, CHARLIE"
FL,2012,23,"BAXLEY, DENNIS K.",200,1,,1,0,0,0,0,"BAXLEY, DENNIS K."
FL,2012,24,"CORNISH, MICHAEL",400,0,2643,0,273766,126818,144302,2646,"CORNISH, MICHAEL"
FL,2012,24,"HOLLAND, MILISSA",100,0,37623,0,273766,126818,144302,2646,"HOLLAND, MILISSA"
FL,2012,24,"HUTSON, TRAVIS",200,0,39459,1,273766,126818,144302,2646,"HUTSON, TRAVIS"
FL,2012,25,"HOOD, DAVE",200,0,45951,1,293201,124675,139500,29026,"HOOD, DAVE"
FL,2012,25,"SPENCERKEPHART, CHRISTINA",400,0,29026,0,293201,124675,139500,29026,"SPENCERKEPHART, CHRISTINA"
FL,2012,26,"TAYLOR, DWAYNE L.",100,1,,1,207905,85123,122782,0,"TAYLOR, DWAYNE L."
FL,2012,27,"GIORNO, PHIL",100,0,29703,0,193174,157068,36001,105,"GIORNO, PHIL"
FL,2012,27,"SANTIAGO, DAVID",200,0,36001,1,193174,157068,36001,105,"SANTIAGO, DAVID"
FL,2012,28,"BRODEUR, JASON",200,1,44291,1,67157,0,44291,22866,"BRODEUR, JASON"
FL,2012,28,"PEREZ, FRANKLIN",400,0,22866,0,67157,0,44291,22866,"PEREZ, FRANKLIN"
FL,2012,29,"CLELLAND, MIKE",100,0,36983,1,267997,161767,106230,0,"CLELLAND, MIKE"
FL,2012,29,"DORWORTH, CHRIS",200,1,36837,0,267997,161767,106230,0,"DORWORTH, CHRIS"
FL,2012,30,"DENTEL, KAREN CASTOR",100,0,36475,1,267372,111346,156026,0,"DENTEL, KAREN CASTOR"
FL,2012,30,"PLAKON, SCOTT",200,1,32232,0,267372,111346,156026,0,"PLAKON, SCOTT"
FL,2012,31,"NELSON, BRYAN",200,1,,1,174840,147618,27222,0,"NELSON, BRYAN"
FL,2012,32,"METZ, LARRY",200,1,,1,225927,89463,136464,0,"METZ, LARRY"
FL,2012,33,"OTOOLE, H. MARLENE",200,1,,1,193491,130806,62683,2,"OTOOLE, H. MARLENE"
FL,2012,34,"ARGENZIANO, NANCY",400,0,32960,0,310172,122430,154782,32960,"ARGENZIANO, NANCY"
FL,2012,34,"SMITH, JIMMIE T.",200,1,45453,1,310172,122430,154782,32960,"SMITH, JIMMIE T."
FL,2012,35,"ROCCO, ROSE",100,0,32029,0,239086,135138,103948,0,"ROCCO, ROSE"
FL,2012,35,"SCHENCK, ROBERT C. III",200,1,40019,1,239086,135138,103948,0,"SCHENCK, ROBERT C. III"
FL,2012,36,"FASANO, MIKE",200,0,54197,1,54249,0,54197,52,"FASANO, MIKE"
FL,2012,36,"VEROLA, JOSEPH ANTIMO",600,0,52,0,54249,0,54197,52,"VEROLA, JOSEPH ANTIMO"
FL,2012,37,"CORCORAN, RICHARD",200,1,,1,0,0,0,0,"CORCORAN, RICHARD"
FL,2012,38,"WEATHERFORD, WILL",200,1,,1,0,0,0,0,"WEATHERFORD, WILL"
FL,2012,39,"CASTAGNERO, CAROL",400,0,20988,0,205059,102512,81559,20988,"CASTAGNERO, CAROL"
FL,2012,39,"COMBEE, NEIL",200,0,38637,1,205059,102512,81559,20988,"COMBEE, NEIL"
FL,2012,40,"LIMA, LILLIAN",400,0,22007,0,61102,0,39095,22007,"LIMA, LILLIAN"
FL,2012,40,"MCKEEL, SETH",200,1,39095,1,61102,0,39095,22007,"MCKEEL, SETH"
FL,2012,41,"WELZEL, KAREN COOPER",100,0,30514,0,62873,30514,32359,0,"WELZEL, KAREN COOPER"
FL,2012,41,"WOOD, JOHN",200,1,32359,1,62873,30514,32359,0,"WOOD, JOHN"
FL,2012,42,"GAME, EILEEN",100,0,31350,0,63229,31350,31879,0,"GAME, EILEEN"
FL,2012,42,"LAROSA, MIKE",200,0,31879,1,63229,31350,31879,0,"LAROSA, MIKE"
FL,2012,43,"OTERO, ART",200,0,17434,0,54008,36574,17434,0,"OTERO, ART"
FL,2012,43,"RANGEL, RICARDO",100,0,36574,1,54008,36574,17434,0,"RANGEL, RICARDO"
FL,2012,44,"PRECOURT, STEPHEN",200,1,,1,0,0,0,0,"PRECOURT, STEPHEN"
FL,2012,45,"BRACY, RANDOLPH",100,0,38088,1,54883,38088,16788,7,"BRACY, RANDOLPH"
FL,2012,45,"HEINZELMAN, JAMES (HEINIE)",600,0,7,0,54883,38088,16788,7,"HEINZELMAN, JAMES (HEINIE)"
FL,2012,45,"OLIVEIRA, RONNEY ROGER",200,0,16788,0,54883,38088,16788,7,"OLIVEIRA, RONNEY ROGER"
FL,2012,46,"ANTONE, BRUCE",100,0,,1,0,0,0,0,"ANTONE, BRUCE"
FL,2012,47,"BROOKS, BOB",200,0,36987,0,77738,40751,36987,0,"BROOKS, BOB"
FL,2012,47,"STEWART, LINDA",100,0,40751,1,77738,40751,36987,0,"STEWART, LINDA"
FL,2012,48,"TORRES, VICTOR M. JR.",100,0,,1,0,0,0,0,"TORRES, VICTOR M. JR."
FL,2012,49,"PENA, MARCO",200,0,26178,0,59445,33267,26178,0,"PENA, MARCO"
FL,2012,49,"SAUNDERS, JOE",100,0,33267,1,59445,33267,26178,0,"SAUNDERS, JOE"
FL,2012,50,"ASHBY, SEAN",100,0,33362,0,71311,33362,37949,0,"ASHBY, SEAN"
FL,2012,50,"GOODSON, TOM",200,1,37949,1,71311,33362,37949,0,"GOODSON, TOM"
FL,2012,51,"CRISAFULLI, STEVE",200,1,,1,0,0,0,0,"CRISAFULLI, STEVE"
FL,2012,52,"WORKMAN, RITCH",200,1,,1,0,0,0,0,"WORKMAN, RITCH"
FL,2012,53,"ALVAREZ, JOHN PAUL",100,0,34677,0,73199,34677,38522,0,"ALVAREZ, JOHN PAUL"
FL,2012,53,"TOBIA, JOHN",200,1,38522,1,73199,34677,38522,0,"TOBIA, JOHN"
FL,2012,54,"MAYFIELD, DEBBIE",200,1,,1,0,0,0,0,"MAYFIELD, DEBBIE"
FL,2012,55,"DRAKE, CRYSTAL",100,0,26269,0,58050,26269,31781,0,"DRAKE, CRYSTAL"
FL,2012,55,"PIGMAN, CARY",200,0,31781,1,58050,26269,31781,0,"PIGMAN, CARY"
FL,2012,56,"ALBRITTON, BEN",200,1,,1,0,0,0,0,"ALBRITTON, BEN"
FL,2012,57,"BARNETT, BRUCE",100,0,29211,0,70397,29211,41186,0,"BARNETT, BRUCE"
FL,2012,57,"RABURN, JAKE",200,0,41186,1,70397,29211,41186,0,"RABURN, JAKE"
FL,2012,58,"RAULERSON, DAN",200,0,32354,1,56496,24142,32354,0,"RAULERSON, DAN"
FL,2012,58,"VAZQUEZ, JOSE",100,0,24142,0,56496,24142,32354,0,"VAZQUEZ, JOSE"
FL,2012,59,"GOTTLIEB, GAIL",100,0,33085,0,67221,33085,34136,0,"GOTTLIEB, GAIL"
FL,2012,59,"SPANO, ROSS",200,0,34136,1,67221,33085,34136,0,"SPANO, ROSS"
FL,2012,60,"YOUNG, DANA",200,1,,1,0,0,0,0,"YOUNG, DANA"
FL,2012,61,"REED, BETTY",100,1,,1,0,0,0,0,"REED, BETTY"
FL,2012,62,"CRUZ, JANET",100,1,36745,1,52585,36745,15840,0,"CRUZ, JANET"
FL,2012,62,"WARREN, WESLEY G.",200,0,15840,0,52585,36745,15840,0,"WARREN, WESLEY G."
FL,2012,63,"DANISH, MARK",100,0,33535,1,66342,33535,32807,0,"DANISH, MARK"
FL,2012,63,"HARRISON, SHAWN",200,1,32807,0,66342,33535,32807,0,"HARRISON, SHAWN"
FL,2012,64,"GRANT, JAMES",200,1,,1,0,0,0,0,"GRANT, JAMES"
FL,2012,65,"NEHR, PETER F.",200,1,38698,0,82206,43508,38698,0,"NEHR, PETER F."
FL,2012,65,"ZIMMERMANN, CARL",100,0,43508,1,82206,43508,38698,0,"ZIMMERMANN, CARL"
FL,2012,66,"AHERN, LARRY",200,1,40764,1,76715,35951,40764,0,"AHERN, LARRY"
FL,2012,66,"AMBROSE, MARY LOUISE",100,0,35951,0,76715,35951,40764,0,"AMBROSE, MARY LOUISE"
FL,2012,67,"FARRELL, BEN",100,0,29886,0,63327,29886,33441,0,"FARRELL, BEN"
FL,2012,67,"HOOPER, ED",200,1,33441,1,63327,29886,33441,0,"HOOPER, ED"
FL,2012,68,"DUDLEY, DWIGHT",100,0,35630,1,69969,35630,30951,3388,"DUDLEY, DWIGHT"
FL,2012,68,"FARKAS, FRANK",200,0,30951,0,69969,35630,30951,3388,"FARKAS, FRANK"
FL,2012,68,"WEIDNER, MATTHEW D.",400,0,3388,0,69969,35630,30951,3388,"WEIDNER, MATTHEW D."
FL,2012,69,"PETERS, KATHLEEN",200,0,40164,1,76741,36577,40164,0,"PETERS, KATHLEEN"
FL,2012,69,"SHULMAN, JOSH",100,0,36577,0,76741,36577,40164,0,"SHULMAN, JOSH"
FL,2012,70,"ROUSON, DARRYL ERVIN",100,1,,1,0,0,0,0,"ROUSON, DARRYL ERVIN"
FL,2012,71,"BOYD, JIM",200,1,41734,1,74609,32875,41734,0,"BOYD, JIM"
FL,2012,71,"TEBRUGGE, ADAM",100,0,32875,0,74609,32875,41734,0,"TEBRUGGE, ADAM"
FL,2012,72,"ALPERT, LIZ",100,0,37499,0,81351,37499,43852,0,"ALPERT, LIZ"
FL,2012,72,"PILON, RAY",200,1,43852,1,81351,37499,43852,0,"PILON, RAY"
FL,2012,73,"MCCANN, BOB (DOC)",400,0,21765,0,82477,0,60712,21765,"MCCANN, BOB (DOC)"
FL,2012,73,"STEUBE, GREG",200,1,60712,1,82477,0,60712,21765,"STEUBE, GREG"
FL,2012,74,"HOLDER, DOUG",200,1,,1,0,0,0,0,"HOLDER, DOUG"
FL,2012,75,"ROBERSON, KEN",200,1,,1,0,0,0,0,"ROBERSON, KEN"
